DATE ADDED TO CATALOG,PUBMED ID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,PLATFORM [SNPS PASSING QC],ASSOCIATION COUNT,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY,SUBMISSION DATE,STATISTICAL MODEL,BACKGROUND TRAIT,MAPPED BACKGROUND TRAIT,MAPPED BACKGROUND TRAIT URI,COHORT,FULL SUMMARY STATISTICS,SUMMARY STATS LOCATION,category,selection_reason,kidney_trait_hits,comparator_trait_hits,summary_stats_available,summary_stats_location,sample_size_combined
not yet curated,not yet curated,Md Moksedul momin,not yet curated,not yet curated,,Cross-Ancestry Polygenic Prediction: Comparing Methods and Assessing Transferability Across Traits,BMI,not yet curated,not yet curated,NR [4113630],not yet curated,not yet curated,not yet curated,GCST90267331,Genome-wide genotyping array,2023-04-04,,,not yet curated,not yet curated,White British,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90267001-GCST90268000/GCST90267331,comparator,bmi matched in DISEASE/TRAIT: BMI,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90267001-GCST90268000/GCST90267331,
not yet curated,not yet curated,Md Moksedul momin,not yet curated,not yet curated,,Cross-Ancestry Polygenic Prediction: Comparing Methods and Assessing Transferability Across Traits,BMI,not yet curated,not yet curated,NR [2280806],not yet curated,not yet curated,not yet curated,GCST90267332,Genome-wide genotyping array,2023-04-04,,,not yet curated,not yet curated,White British,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90267001-GCST90268000/GCST90267332,comparator,bmi matched in DISEASE/TRAIT: BMI,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90267001-GCST90268000/GCST90267332,
not yet curated,not yet curated,Md Moksedul Momin,not yet curated,not yet curated,,Cross-Ancestry Polygenic Prediction: Comparing Methods and Assessing Transferability Across Traits,BMI,not yet curated,not yet curated,NR [4113630],not yet curated,not yet curated,not yet curated,GCST90268031,Genome-wide genotyping array,2023-04-28,,,not yet curated,not yet curated,UKBB,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90268001-GCST90269000/GCST90268031,comparator,bmi matched in DISEASE/TRAIT: BMI,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90268001-GCST90269000/GCST90268031,
not yet curated,not yet curated,Md Moksedul Momin,not yet curated,not yet curated,,Cross-Ancestry Polygenic Prediction: Comparing Methods and Assessing Transferability Across Traits,BMI,not yet curated,not yet curated,NR [2280806],not yet curated,not yet curated,not yet curated,GCST90268032,Genome-wide genotyping array,2023-04-28,,,not yet curated,not yet curated,UKBB,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90268001-GCST90269000/GCST90268032,comparator,bmi matched in DISEASE/TRAIT: BMI,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90268001-GCST90269000/GCST90268032,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Body Mass Index,not yet curated,not yet curated,NR [577742],not yet curated,not yet curated,not yet curated,GCST90444285,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444285,comparator,bmi matched in DISEASE/TRAIT: Body Mass Index,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444285,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Body Mass Index,not yet curated,not yet curated,NR [587951],not yet curated,not yet curated,not yet curated,GCST90444306,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444306,comparator,bmi matched in DISEASE/TRAIT: Body Mass Index,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444306,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Body Mass Index,not yet curated,not yet curated,NR [591769],not yet curated,not yet curated,not yet curated,GCST90444328,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444328,comparator,bmi matched in DISEASE/TRAIT: Body Mass Index,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444328,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Body mass index (BMI),not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90826151,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826151,comparator,bmi matched in DISEASE/TRAIT: Body mass index (BMI),,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826151,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Body mass index (BMI),not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90826182,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826182,comparator,bmi matched in DISEASE/TRAIT: Body mass index (BMI),,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826182,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Body mass index - max,not yet curated,not yet curated,Illumina [37624421],not yet curated,not yet curated,not yet curated,GCST90727459,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727459,comparator,bmi matched in DISEASE/TRAIT: Body mass index - max,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727459,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Body mass index - median,not yet curated,not yet curated,Illumina [37624421],not yet curated,not yet curated,not yet curated,GCST90727460,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727460,comparator,bmi matched in DISEASE/TRAIT: Body mass index - median,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727460,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Body mass index - min,not yet curated,not yet curated,Illumina [37624421],not yet curated,not yet curated,not yet curated,GCST90727461,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727461,comparator,bmi matched in DISEASE/TRAIT: Body mass index - min,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727461,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Body mass index >= 30 without an associated BMI value (Quality and Outcomes Framework codes),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728446,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728446,comparator,bmi matched in DISEASE/TRAIT: Body mass index >= 30 without an associated BMI value (Quality and Outcomes Framework codes),,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728446,
not yet curated,not yet curated,Katie O'Nunain,not yet curated,not yet curated,,A genome-wide association study of childhood adiposity and blood lipids,Childhood body mass index,not yet curated,not yet curated,NR [7273592],not yet curated,not yet curated,not yet curated,GCST90104677,Genome-wide genotyping array,2022-06-17,,,not yet curated,not yet curated,ALSPAC,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104677,comparator,bmi matched in DISEASE/TRAIT: Childhood body mass index,,bmi,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104677,
not yet curated,not yet curated,Katie O'Nunain,not yet curated,not yet curated,,A genome-wide association study of childhood adiposity and blood lipids,Childhood diastolic blood pressure,not yet curated,not yet curated,NR [7273592],not yet curated,not yet curated,not yet curated,GCST90104684,Genome-wide genotyping array,2022-06-17,,,not yet curated,not yet curated,ALSPAC,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104684,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Childhood diastolic blood pressure,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104684,
not yet curated,not yet curated,Katie O'Nunain,not yet curated,not yet curated,,A genome-wide association study of childhood adiposity and blood lipids,Childhood systolic blood pressure,not yet curated,not yet curated,NR [7273592],not yet curated,not yet curated,not yet curated,GCST90104683,Genome-wide genotyping array,2022-06-17,,,not yet curated,not yet curated,ALSPAC,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104683,comparator,systolic_blood_pressure matched in DISEASE/TRAIT: Childhood systolic blood pressure,,systolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104683,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Coronary Artery Disease (PRIMED consortium definition),not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90728432,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728432,comparator,cad_cvd matched in DISEASE/TRAIT: Coronary Artery Disease (PRIMED consortium definition),,cad_cvd,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728432,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Coronary Artery Disease - broad,not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90727951,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727951,comparator,cad_cvd matched in DISEASE/TRAIT: Coronary Artery Disease - broad,,cad_cvd,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727951,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Coronary Artery Disease - narrow,not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90727950,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727950,comparator,cad_cvd matched in DISEASE/TRAIT: Coronary Artery Disease - narrow,,cad_cvd,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727950,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Diagnoses - ICD10; E66 Obesity,not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827313,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827313,comparator,obesity matched in DISEASE/TRAIT: Diagnoses - ICD10; E66 Obesity,,obesity,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827313,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Diagnoses - ICD10; E66.8 Other obesity,not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827311,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827311,comparator,obesity matched in DISEASE/TRAIT: Diagnoses - ICD10; E66.8 Other obesity,,obesity,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827311,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,"Diagnoses - ICD10; E66.9 Obesity, unspecified",not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827312,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827312,comparator,"obesity matched in DISEASE/TRAIT: Diagnoses - ICD10; E66.9 Obesity, unspecified",,obesity,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827312,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Diagnoses - ICD10; I10 Essential (primary) hypertension,not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827341,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827341,comparator,hypertension matched in DISEASE/TRAIT: Diagnoses - ICD10; I10 Essential (primary) hypertension,,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827341,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Diagnoses - ICD10; M10 Gout,not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827412,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827412,comparator,gout matched in DISEASE/TRAIT: Diagnoses - ICD10; M10 Gout,,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827412,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,"Diagnoses - ICD10; M10.9 Gout, unspecified",not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827411,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827411,comparator,"gout matched in DISEASE/TRAIT: Diagnoses - ICD10; M10.9 Gout, unspecified",,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827411,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Diastolic Blood Pressure,not yet curated,not yet curated,NR [577742],not yet curated,not yet curated,not yet curated,GCST90444287,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444287,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic Blood Pressure,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444287,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Diastolic Blood Pressure,not yet curated,not yet curated,NR [587951],not yet curated,not yet curated,not yet curated,GCST90444308,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444308,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic Blood Pressure,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444308,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Diastolic Blood Pressure,not yet curated,not yet curated,NR [591769],not yet curated,not yet curated,not yet curated,GCST90444330,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444330,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic Blood Pressure,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444330,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Diastolic blood pressure - max,not yet curated,not yet curated,Illumina [37664075],not yet curated,not yet curated,not yet curated,GCST90727486,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727486,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic blood pressure - max,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727486,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Diastolic blood pressure - median,not yet curated,not yet curated,Illumina [37664075],not yet curated,not yet curated,not yet curated,GCST90727487,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727487,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic blood pressure - median,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727487,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Diastolic blood pressure - min,not yet curated,not yet curated,Illumina [37664075],not yet curated,not yet curated,not yet curated,GCST90727488,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727488,comparator,diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic blood pressure - min,,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727488,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,"Diastolic blood pressure, automated reading",not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90827250,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827250,comparator,"diastolic_blood_pressure matched in DISEASE/TRAIT: Diastolic blood pressure, automated reading",,diastolic_blood_pressure,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827250,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Essential (ICD10 primary) hypertension (ICD10 I10),not yet curated,not yet curated,Illumina [37711928],not yet curated,not yet curated,not yet curated,GCST90728040,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728040,comparator,hypertension matched in DISEASE/TRAIT: Essential (ICD10 primary) hypertension (ICD10 I10),,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90728001-GCST90729000/GCST90728040,
not yet curated,not yet curated,,not yet curated,not yet curated,,Genes & Health - Health research for South Asians - single variant GWAS results,Essential Hypertension,not yet curated,not yet curated,Illumina [37710835],not yet curated,not yet curated,not yet curated,GCST90727966,Genome-wide genotyping array,2026-01-05,ADD,,not yet curated,not yet curated,G&H,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727966,comparator,hypertension matched in DISEASE/TRAIT: Essential Hypertension,,hypertension,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90727001-GCST90728000/GCST90727966,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Ever had gout,not yet curated,not yet curated,Illumina [231448],not yet curated,not yet curated,not yet curated,GCST90826018,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826018,comparator,gout matched in DISEASE/TRAIT: Ever had gout,,gout,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826018,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Glycated Hemoglobin,not yet curated,not yet curated,NR [577742],not yet curated,not yet curated,not yet curated,GCST90444290,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444290,comparator,hba1c matched in DISEASE/TRAIT: Glycated Hemoglobin,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444290,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Glycated Hemoglobin,not yet curated,not yet curated,NR [587951],not yet curated,not yet curated,not yet curated,GCST90444312,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444312,comparator,hba1c matched in DISEASE/TRAIT: Glycated Hemoglobin,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444312,
not yet curated,not yet curated,Paolo A Lorenzini,not yet curated,not yet curated,https://doi.org/10.1101/2024.05.30.24307732,Multi-omics and Mendelian Randomization network analysis of the association between metabolic and cognitive functions in the UK Biobank Database,Glycated Hemoglobin,not yet curated,not yet curated,NR [591769],not yet curated,not yet curated,not yet curated,GCST90444333,Genome-wide genotyping array,2024-07-24,,,not yet curated,not yet curated,,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444333,comparator,hba1c matched in DISEASE/TRAIT: Glycated Hemoglobin,,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90444001-GCST90445000/GCST90444333,
not yet curated,not yet curated,Paras Garg,not yet curated,not yet curated,https://www.medrxiv.org/content/10.1101/2025.08.05.25333035v1,A phenome-wide association study of CNVs genotyped from genome sequencing read  depth in the UK Biobank,Glycated haemoglobin (HbA1c),not yet curated,not yet curated,Illumina [506],not yet curated,not yet curated,not yet curated,GCST90826001,Whole genome sequencing,2026-03-10,"additive, recessive and dosage sensitive models",(none),not yet curated,not yet curated,UK Biobank,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826001,comparator,hba1c matched in DISEASE/TRAIT: Glycated haemoglobin (HbA1c),,hba1c,yes,ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90826001-GCST90827000/GCST90826001,
